,appid,average_playtime,median_playtime,standard_deviation
4648,344440,0.0,0.0,0.0
4649,344480,207.0,207.0,0.0
4650,344500,190.0,190.0,0.0
4651,344630,252.0,252.0,0.0
4652,344740,0.7,0.7,0.0
4653,344760,3498.0,3322.0,64.74
4654,344770,307.0,307.0,0.0
4655,344800,11.4,11.4,0.0
4656,344810,0.0,0.0,0.0
4657,344820,0.0,0.0,0.0
4658,344840,0.0,0.0,0.0
4659,344850,647.0,1127.0,11.72
4660,344860,0.0,0.0,0.0
4661,344880,0.0,0.0,0.0
4662,344890,0.0,0.0,0.0
4663,344900,0.0,0.0,0.0
4664,344910,200.0,226.0,0.0
4665,344960,0.0,0.0,0.0
4666,345010,0.0,0.0,0.0
4667,345020,0.0,0.0,0.0
4668,345030,0.0,0.0,0.0
4669,345060,369.0,369.0,0.0
4670,345080,0.0,0.0,0.0
4671,345090,0.0,0.0,0.0
